Код;ОКВЭД;Корректировка валовой добавленной стоимости на экономические операции, не наблюдаемые прямыми статистическими методами (в процентах к валовой добавленной стоимости соответствующего вида экономической деятельности);корректировка валовой добавленной стоимости на теневые операции юридических лиц (в процентах к валовой добавленной стоимости соответствующего вида экономической деятельности);корректировка валовой добавленной стоимости на операции неформального сектора экономики и на производство домашних хозяйств для собственного конечного использования (в процентах к валовой добавленной стоимости соответствующего вида экономической деятельности);Корректировка валовой добавленной стоимости на экономические операции, не наблюдаемые прямыми статистическими методами, в процентах к ВВП;year;source
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2006;NA_2009
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2007;NA_2015
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2007;NA_2014
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2007;NA_2013
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2007;NA_2012
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2007;NA_2011
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2007;NA_2010
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2007;NA_2009
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2008;NA_2015
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2008;NA_2014
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2008;NA_2013
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2008;NA_2012
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2008;NA_2011
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2008;NA_2010
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2009;NA_2015
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2009;NA_2014
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2009;NA_2013
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2009;NA_2012
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2009;NA_2011
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2010;NA_2015
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2010;NA_2014
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2010;NA_2013
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2010;NA_2012
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,4;0,4;0;0;2011;NA_2017
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2011;NA_2015
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2011;NA_2014
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2011;NA_2013
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,6;0,6;0;0;2012;NA_2017
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2012;NA_2015
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2012;NA_2014
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,6;0,6;0;0;2013;NA_2017
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2013;NA_2015
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,6;0,6;0;0;2014;NA_2017
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,4;0,4;0;0;2015;NA_2017
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;3,430332434;3,278364907;0,151967527;0,202208543;2002;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;5,058350076;4,90343643;0,154913646;0,294810115;2003;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,188468675;0,178012607;0,010456067;0,01562508;2004;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,021826951;9,5315E-08;0,021826856;0,002085034;2005;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,02872272;1,08089E-07;0,028722612;0,002677771;2006;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0,003309887;2007;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0,00044617;2008;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0,000293199;2009;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2010;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0;0;0;0;2011;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,4;0,4;0;0,035833231;2011_2;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,6;0,6;0;0,047962832;2012;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,6;0,6;0;0,04893793;2013;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,6;0,6;0;0,048468543;2014;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,6;0,6;0;0,055216862;2015;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,8;0,8;0;0,06632831;2016;GVA_05_2021
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,4;0,4;0;0;2011;NAs_08_2018
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,6;0,6;0;0;2012;NAs_08_2018
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,6;0,6;0;0;2013;NAs_08_2018
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,6;0,6;0;0;2014;NAs_08_2018
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,6;0,6;0;0,1;2015;NAs_08_2018
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,8;0,8;0;0,1;2016;NAs_08_2018
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,4;0,4;0;0;2011;NAs_09_2016
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,7;0,7;0;0,1;2012;NAs_09_2016
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,8;0,8;0;0,1;2013;NAs_09_2016
Раздел C;ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ;0,8;0,8;0;0,1;2014;NAs_09_2016
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,8;5,5;0,4;0,7;2017;NA_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,8;5,4;0,4;0,7;2017;NA_2021
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,9;5,5;0,4;0,7;2017;NA_2019
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,2;4,9;0,3;0,7;2018;NA_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,2;4,9;0,3;0,7;2018;NA_2021
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,6;2019;NA_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,6;2019;NA_2021
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,6;4,5;0,2;0,6;2020;NA_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;3,8;3,6;0,3;0,5;2021;NA_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,8;5,5;0,4;0,719323902;2017;GVA_02_2024
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,2;4,9;0,3;0,667464057;2018;GVA_02_2024
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,624011462;2019;GVA_02_2024
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,6;4,5;0,2;0,622741727;2020;GVA_02_2024
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;3,3;3;0,3;0,412724428;2021;GVA_02_2024
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;3,4;3,1;0,3;0,429635759;2022;GVA_02_2024
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,8;5,5;0,4;0,719323902;2017;GVA_04_2024
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,2;4,9;0,3;0,667464057;2018;GVA_04_2024
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,624011462;2019;GVA_04_2024
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,6;4,5;0,2;0,622741727;2020;GVA_04_2024
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;3,3;3;0,3;0,412724428;2021;GVA_04_2024
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;3,4;3,1;0,3;0,430082806;2022;GVA_04_2024
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,8;5,5;0,4;0,719323902;2017;GVA_12_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,2;4,9;0,3;0,667464057;2018;GVA_12_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,624011462;2019;GVA_12_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,6;4,5;0,2;0,622741727;2020;GVA_12_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;3,3;3;0,3;0,412724428;2021;GVA_12_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;3,4;3,1;0,3;0,429635759;2022;GVA_12_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,8;5,5;0,4;0,719323902;2017;GVA_04_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,2;4,9;0,3;0,667464057;2018;GVA_04_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,624011462;2019;GVA_04_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,6;4,5;0,2;0,622741727;2020;GVA_04_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;3,8;3,6;0,3;0,492563857;2021;GVA_04_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,8;5,5;0,4;0,719323902;2017;GVA_02_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,2;4,9;0,3;0,667464057;2018;GVA_02_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,624011462;2019;GVA_02_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,6;4,5;0,2;0,622741506;2020;GVA_02_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;3,6;3,3;0,2;0,492563857;2021;GVA_02_2023
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,8;5,5;0,4;0,719323902;2017;GVA_12_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,2;4,9;0,3;0,667464057;2018;GVA_12_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,624011462;2019;GVA_12_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,6;4,5;0,2;0,622741506;2020;GVA_12_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;3,6;3,3;0,2;0,492563857;2021;GVA_12_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,8;5,5;0,4;0,719323902;2017;GVA_04_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,2;4,9;0,3;0,667464057;2018;GVA_04_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,624011462;2019;GVA_04_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,642788671;2020;GVA_04_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,8;5,5;0,4;0,719323902;2017;GVA_02_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,2;4,9;0,3;0,667464057;2018;GVA_02_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,624011462;2019;GVA_02_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,643238368;2020;GVA_02_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,8;5,5;0,4;0,719323902;2017;GVA_12_2021
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,2;4,9;0,3;0,667464057;2018;GVA_12_2021
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,624011462;2019;GVA_12_2021
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,643238368;2020;GVA_12_2021
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,8;5,5;0,4;0,719323902;2017;GVA_04_2020
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,1;4,8;0,3;0,66527005;2018;GVA_04_2020
Раздел C;Обрабатывающие производства;5,3;4,9;0,4;0,6;2016;NAs_08_2024
Раздел C;Обрабатывающие производства;5,8;5,4;0,4;0,7;2017;NAs_08_2024
Раздел C;Обрабатывающие производства;5,2;4,9;0,3;0,7;2018;NAs_08_2024
Раздел C;Обрабатывающие производства;4,8;4,5;0,3;0,6;2019;NAs_08_2024
Раздел C;Обрабатывающие производства;4,6;4,5;0,2;0,6;2020;NAs_08_2024
Раздел C;Обрабатывающие производства;3,3;3;0,3;0,4;2021;NAs_08_2024
Раздел C;Обрабатывающие производства;3,4;3,1;0,3;0,4;2022;NAs_08_2024
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,8;5,4;0,4;0,7;2017;NAs_08_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,2;4,9;0,3;0,7;2018;NAs_08_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,6;2019;NAs_08_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;4,8;4,5;0,3;0,6;2020;NAs_08_2022
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,8;5,4;0,4;0,7;2017;NAs_07_2020
Раздел C;ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА;5,1;4,8;0,3;0,7;2018;NAs_07_2020
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2017;NA_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2017;NA_2021
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2017;NA_2019
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2018;NA_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2018;NA_2021
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2019;NA_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2019;NA_2021
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2020;NA_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2021;NA_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2017;GVA_02_2024
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2018;GVA_02_2024
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2019;GVA_02_2024
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2020;GVA_02_2024
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2021;GVA_02_2024
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2022;GVA_02_2024
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2017;GVA_04_2024
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2018;GVA_04_2024
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2019;GVA_04_2024
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2020;GVA_04_2024
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2021;GVA_04_2024
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2022;GVA_04_2024
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2017;GVA_12_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2018;GVA_12_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2019;GVA_12_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2020;GVA_12_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2021;GVA_12_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2022;GVA_12_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2017;GVA_04_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2018;GVA_04_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2019;GVA_04_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2020;GVA_04_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2021;GVA_04_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2017;GVA_02_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2018;GVA_02_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2019;GVA_02_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2020;GVA_02_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2021;GVA_02_2023
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2017;GVA_12_2022
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2018;GVA_12_2022
Раздел D;"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА";0;0;0;0;2019;GVA_12_2022
